timestamp,type,proxid,floor,zone
2016-05-3111:53:28,fixed-prox,cwhelan001,1,2
2016-05-3111:53:34,fixed-prox,vhatchett001,1,2
2016-05-3111:53:34,fixed-prox,lbergen001,1,2
2016-05-3111:53:34,fixed-prox,sparrino001,1,2
2016-05-3111:55:00,fixed-prox,mvollan001,1,1
2016-05-3111:55:02,fixed-prox,bfrente001,2,4
2016-05-3111:55:02,fixed-prox,vomalla001,2,4
2016-05-3111:55:43,fixed-prox,vomalla001,1,4
2016-05-3111:55:43,fixed-prox,bfrente001,1,4
2016-05-3111:55:45,fixed-prox,bfrente001,1,1
2016-05-3111:55:45,fixed-prox,vomalla001,1,1
2016-05-3111:55:52,fixed-prox,bfrente001,1,2
2016-05-3111:55:58,fixed-prox,vomalla001,1,2
2016-05-3111:56:03,fixed-prox,knielson001,2,4
2016-05-3111:56:24,fixed-prox,jsimonides001,2,1
2016-05-3111:56:45,fixed-prox,knielson001,1,4
2016-05-3111:56:47,fixed-prox,knielson001,1,1
2016-05-3111:57:04,fixed-prox,rfaralso001,2,6
2016-05-3111:57:08,fixed-prox,knielson001,1,2
2016-05-3111:57:21,fixed-prox,acalzas001,2,1
2016-05-3111:57:26,fixed-prox,jsimonides001,2,4
2016-05-3111:57:31,fixed-prox,cmorluniau001,2,1
2016-05-3111:57:37,fixed-prox,rfaralso001,2,1
2016-05-3111:58:00,fixed-prox,hcocinaro001,2,7
2016-05-3111:58:07,fixed-prox,jsimonides001,1,4
2016-05-3111:58:09,fixed-prox,jsimonides001,1,1
2016-05-3111:58:19,fixed-prox,jsimonides001,1,2
2016-05-3111:58:23,fixed-prox,cmorluniau001,2,4
2016-05-3111:58:23,fixed-prox,acalzas001,2,4
2016-05-3111:59:04,fixed-prox,acalzas001,1,4
2016-05-3111:59:04,fixed-prox,cmorluniau001,1,4
2016-05-3111:59:06,fixed-prox,acalzas001,1,1
2016-05-3111:59:06,fixed-prox,cmorluniau001,1,1
2016-05-3111:59:10,fixed-prox,ssinagra001,2,1
2016-05-3111:59:12,fixed-prox,monda001,2,1
2016-05-3111:59:27,fixed-prox,cmorluniau001,1,2
2016-05-3111:59:27,fixed-prox,acalzas001,1,2
2016-05-3111:59:30,fixed-prox,junger001,2,1
2016-05-3111:59:32,fixed-prox,chawelon001,2,1
2016-05-3112:00:01,fixed-prox,slea001,2,7
2016-05-3112:00:02,fixed-prox,fadair001,3,1
2016-05-3112:00:11,fixed-prox,hcocinaro001,2,1
2016-05-3112:00:12,fixed-prox,junger001,2,4
2016-05-3112:00:12,fixed-prox,chawelon001,2,4
2016-05-3112:00:12,fixed-prox,ssinagra001,2,4
2016-05-3112:00:12,fixed-prox,monda001,2,4
2016-05-3112:00:12,fixed-prox,vfrente001,2,1
2016-05-3112:00:23,fixed-prox,sflorez001,2,1
2016-05-3112:00:25,fixed-prox,slea001,2,1
2016-05-3112:00:35,fixed-prox,bhawelon001,2,1
2016-05-3112:00:52,fixed-prox,jfrost001,1,2
2016-05-3112:00:53,fixed-prox,monda001,1,4
2016-05-3112:00:53,fixed-prox,chawelon001,1,4
2016-05-3112:00:53,fixed-prox,ssinagra001,1,4
2016-05-3112:00:53,fixed-prox,junger001,1,4
2016-05-3112:00:55,fixed-prox,junger001,1,1
2016-05-3112:00:55,fixed-prox,ssinagra001,1,1
2016-05-3112:00:55,fixed-prox,chawelon001,1,1
2016-05-3112:00:55,fixed-prox,monda001,1,1
2016-05-3112:01:10,fixed-prox,chawelon001,1,2
2016-05-3112:01:12,fixed-prox,vfrente001,2,4
2016-05-3112:01:12,fixed-prox,slea001,2,4
2016-05-3112:01:12,fixed-prox,hcocinaro001,2,4
2016-05-3112:01:12,fixed-prox,sflorez001,2,4
2016-05-3112:01:12,fixed-prox,bhawelon001,2,4
2016-05-3112:01:16,fixed-prox,junger001,1,2
2016-05-3112:01:16,fixed-prox,monda001,1,2
2016-05-3112:01:16,fixed-prox,ssinagra001,1,2
2016-05-3112:01:53,fixed-prox,hcocinaro001,1,4
2016-05-3112:01:53,fixed-prox,slea001,1,4
2016-05-3112:01:53,fixed-prox,bhawelon001,1,4
2016-05-3112:01:53,fixed-prox,sflorez001,1,4
2016-05-3112:01:53,fixed-prox,vfrente001,1,4
2016-05-3112:01:55,fixed-prox,vfrente001,1,1
2016-05-3112:01:55,fixed-prox,sflorez001,1,1
2016-05-3112:01:55,fixed-prox,hcocinaro001,1,1
2016-05-3112:01:55,fixed-prox,bhawelon001,1,1
2016-05-3112:01:55,fixed-prox,slea001,1,1
2016-05-3112:02:01,fixed-prox,mshultz001,2,7
2016-05-3112:02:01,fixed-prox,anardi001,2,7
2016-05-3112:02:01,fixed-prox,jcastellanos001,2,7
2016-05-3112:02:02,fixed-prox,sflorez001,1,2
2016-05-3112:02:08,fixed-prox,bhawelon001,1,2
2016-05-3112:02:08,fixed-prox,vfrente001,1,2
2016-05-3112:02:12,fixed-prox,iborrasca001,2,1
2016-05-3112:02:16,fixed-prox,eorilla001,2,1
2016-05-3112:02:25,fixed-prox,anardi001,2,1
2016-05-3112:02:25,fixed-prox,jcastellanos001,2,1
2016-05-3112:02:25,fixed-prox,mshultz001,2,1
2016-05-3112:02:29,fixed-prox,ahafon001,2,1
2016-05-3112:02:54,fixed-prox,lazada001,2,4
2016-05-3112:02:54,fixed-prox,mshultz001,2,4
2016-05-3112:02:54,fixed-prox,jcastellanos001,2,4
2016-05-3112:02:54,fixed-prox,ahafon001,2,4
2016-05-3112:02:54,fixed-prox,iborrasca001,2,4
2016-05-3112:02:54,fixed-prox,anardi001,2,4
2016-05-3112:03:31,fixed-prox,mvollan001,1,7
2016-05-3112:03:35,fixed-prox,iborrasca001,1,4
2016-05-3112:03:35,fixed-prox,mshultz001,1,4
2016-05-3112:03:35,fixed-prox,lazada001,1,4
2016-05-3112:03:35,fixed-prox,ahafon001,1,4
2016-05-3112:03:35,fixed-prox,anardi001,1,4
2016-05-3112:03:35,fixed-prox,jcastellanos001,1,4
2016-05-3112:03:37,fixed-prox,mshultz001,1,1
2016-05-3112:03:37,fixed-prox,lazada001,1,1
2016-05-3112:03:37,fixed-prox,ahafon001,1,1
2016-05-3112:03:37,fixed-prox,anardi001,1,1
2016-05-3112:03:37,fixed-prox,iborrasca001,1,1
2016-05-3112:03:37,fixed-prox,jcastellanos001,1,1
2016-05-3112:03:52,fixed-prox,ahafon001,1,2
2016-05-3112:03:52,fixed-prox,iborrasca001,1,2
2016-05-3112:03:58,fixed-prox,lazada001,1,2
2016-05-3112:04:00,fixed-prox,sfusil001,1,1
2016-05-3112:04:01,fixed-prox,jnespola001,2,7
2016-05-3112:04:06,fixed-prox,fmata001,2,4
2016-05-3112:04:25,fixed-prox,jnespola001,2,1
2016-05-3112:04:47,fixed-prox,fmata001,1,4
2016-05-3112:04:49,fixed-prox,fmata001,1,1
2016-05-3112:05:01,fixed-prox,kherrero001,2,7
2016-05-3112:05:05,fixed-prox,fmata001,1,2
2016-05-3112:05:25,fixed-prox,kherrero001,2,1
2016-05-3112:05:34,fixed-prox,jnespola001,2,4
2016-05-3112:06:06,fixed-prox,korilla001,2,1
2016-05-3112:06:09,fixed-prox,ldedos001,2,1
2016-05-3112:06:15,fixed-prox,jnespola001,1,4
2016-05-3112:06:17,fixed-prox,jnespola001,1,1
2016-05-3112:06:34,fixed-prox,korilla001,2,4
2016-05-3112:06:34,fixed-prox,ldedos001,2,4
2016-05-3112:06:34,fixed-prox,kherrero001,2,4
2016-05-3112:07:01,fixed-prox,jsanjorge001,1,1
2016-05-3112:07:08,fixed-prox,tcarrara001,2,1
2016-05-3112:07:15,fixed-prox,kherrero001,1,4
2016-05-3112:07:15,fixed-prox,ldedos001,1,4
2016-05-3112:07:15,fixed-prox,korilla001,1,4
2016-05-3112:07:17,fixed-prox,korilla001,1,1
2016-05-3112:07:17,fixed-prox,kherrero001,1,1
2016-05-3112:07:17,fixed-prox,ldedos001,1,1
2016-05-3112:07:18,fixed-prox,jsanjorge001,1,4
2016-05-3112:07:26,fixed-prox,gcazar001,2,1
2016-05-3112:07:32,fixed-prox,ldedos001,1,2
2016-05-3112:07:32,fixed-prox,korilla001,1,2
2016-05-3112:08:00,fixed-prox,jsanjorge001,2,4
2016-05-3112:08:04,fixed-prox,malinai001,2,1
2016-05-3112:08:10,fixed-prox,tcarrara001,2,4
2016-05-3112:08:10,fixed-prox,eminto001,2,1
2016-05-3112:08:10,fixed-prox,gcazar001,2,4
2016-05-3112:08:31,fixed-prox,jsanjorge001,3,4
2016-05-3112:08:33,fixed-prox,jsanjorge001,3,1
2016-05-3112:08:51,fixed-prox,tcarrara001,1,4
2016-05-3112:08:51,fixed-prox,gcazar001,1,4
2016-05-3112:08:52,fixed-prox,jsanjorge001,3,6
2016-05-3112:08:53,fixed-prox,gcazar001,1,1
2016-05-3112:08:53,fixed-prox,tcarrara001,1,1
2016-05-3112:09:00,fixed-prox,tcarrara001,1,2
2016-05-3112:09:00,fixed-prox,gcazar001,1,2
2016-05-3112:09:07,fixed-prox,malinai001,2,4
2016-05-3112:09:07,fixed-prox,eminto001,2,4
2016-05-3112:09:19,fixed-prox,wreynoso001,2,1
2016-05-3112:09:20,fixed-prox,hmies001,2,7
2016-05-3112:09:36,fixed-prox,hmies001,2,1
2016-05-3112:09:48,fixed-prox,malinai001,1,4
2016-05-3112:09:48,fixed-prox,eminto001,1,4
2016-05-3112:09:50,fixed-prox,eminto001,1,1
2016-05-3112:09:50,fixed-prox,malinai001,1,1
2016-05-3112:10:01,fixed-prox,llagos001,1,1
2016-05-3112:10:11,fixed-prox,malinai001,1,2
2016-05-3112:10:11,fixed-prox,eminto001,1,2
2016-05-3112:10:13,fixed-prox,pyoung001,3,1
2016-05-3112:10:15,fixed-prox,iovan001,2,1
2016-05-3112:10:18,fixed-prox,llagos001,1,4
2016-05-3112:10:19,fixed-prox,lbennett001,2,1
2016-05-3112:10:21,fixed-prox,hmies001,2,4
2016-05-3112:10:21,fixed-prox,wreynoso001,2,4
2016-05-3112:10:32,fixed-prox,iovan001,2,4
2016-05-3112:11:00,fixed-prox,llagos001,2,4
2016-05-3112:11:03,fixed-prox,hmies001,1,4
2016-05-3112:11:03,fixed-prox,wreynoso001,1,4
2016-05-3112:11:03,fixed-prox,iovan001,1,4
2016-05-3112:11:05,fixed-prox,hmies001,1,1
2016-05-3112:11:05,fixed-prox,wreynoso001,1,1
2016-05-3112:11:05,fixed-prox,iovan001,1,1
2016-05-3112:11:12,fixed-prox,yfinney001,2,1
2016-05-3112:11:15,fixed-prox,iovan001,1,2
2016-05-3112:11:19,fixed-prox,btempestad001,2,1
2016-05-3112:11:21,fixed-prox,hmies001,1,2
2016-05-3112:11:21,fixed-prox,wreynoso001,1,2
2016-05-3112:11:24,fixed-prox,apinckney001,2,1
2016-05-3112:11:31,fixed-prox,llagos001,3,4
2016-05-3112:11:33,fixed-prox,pyoung001,3,4
2016-05-3112:11:33,fixed-prox,llagos001,3,1
2016-05-3112:11:48,fixed-prox,llagos001,3,6
2016-05-3112:11:49,fixed-prox,yfinney001,2,4
2016-05-3112:11:49,fixed-prox,apinckney001,2,4
2016-05-3112:11:49,fixed-prox,lbennett001,2,4
2016-05-3112:11:49,fixed-prox,btempestad001,2,4
2016-05-3112:11:56,fixed-prox,llagos001,3,3
2016-05-3112:12:12,fixed-prox,ncalixto001,2,1
2016-05-3112:12:15,fixed-prox,pyoung001,2,4
2016-05-3112:12:30,fixed-prox,lbennett001,1,4
2016-05-3112:12:30,fixed-prox,yfinney001,1,4
2016-05-3112:12:30,fixed-prox,btempestad001,1,4
2016-05-3112:12:30,fixed-prox,apinckney001,1,4
2016-05-3112:12:32,fixed-prox,apinckney001,1,1
2016-05-3112:12:32,fixed-prox,lbennett001,1,1
2016-05-3112:12:32,fixed-prox,yfinney001,1,1
2016-05-3112:12:32,fixed-prox,btempestad001,1,1
2016-05-3112:12:42,fixed-prox,apinckney001,1,2
2016-05-3112:12:46,fixed-prox,pyoung001,1,4
2016-05-3112:12:48,fixed-prox,lbennett001,1,2
2016-05-3112:12:48,fixed-prox,yfinney001,1,2
2016-05-3112:12:48,fixed-prox,btempestad001,1,2
2016-05-3112:12:48,fixed-prox,pyoung001,1,1
2016-05-3112:13:01,fixed-prox,pyoung001,1,2
2016-05-3112:13:16,fixed-prox,anubarron001,2,1
2016-05-3112:13:17,fixed-prox,csolos001,2,1
2016-05-3112:13:19,fixed-prox,ncalixto001,2,4
2016-05-3112:13:25,fixed-prox,zcoronado001,2,1
2016-05-3112:14:01,fixed-prox,ncalixto001,1,4
2016-05-3112:14:03,fixed-prox,ncalixto001,1,1
2016-05-3112:14:18,fixed-prox,zcoronado001,2,4
2016-05-3112:14:18,fixed-prox,anubarron001,2,4
2016-05-3112:14:18,fixed-prox,csolos001,2,4
2016-05-3112:14:23,fixed-prox,mcassano001,2,1
2016-05-3112:14:24,fixed-prox,ncalixto001,1,2
2016-05-3112:14:59,fixed-prox,zcoronado001,1,4
2016-05-3112:14:59,fixed-prox,anubarron001,1,4
2016-05-3112:14:59,fixed-prox,csolos001,1,4
2016-05-3112:15:01,fixed-prox,zcoronado001,1,1
2016-05-3112:15:01,fixed-prox,csolos001,1,1
2016-05-3112:15:01,fixed-prox,anubarron001,1,1
2016-05-3112:15:11,fixed-prox,anubarron001,1,2
2016-05-3112:15:11,fixed-prox,csolos001,1,2
2016-05-3112:15:11,fixed-prox,zcoronado001,1,2
2016-05-3112:15:24,fixed-prox,mcassano001,2,4
2016-05-3112:15:29,fixed-prox,ckinney001,2,1
2016-05-3112:16:05,fixed-prox,mcassano001,1,4
2016-05-3112:16:07,fixed-prox,mcassano001,1,1
2016-05-3112:16:22,fixed-prox,mcassano001,1,2
2016-05-3112:25:01,fixed-prox,mbramar001,1,1
2016-05-3112:25:12,fixed-prox,mbramar001,1,4
2016-05-3112:25:54,fixed-prox,mbramar001,2,4
2016-05-3112:26:25,fixed-prox,mbramar001,3,4
2016-05-3112:26:27,fixed-prox,mbramar001,3,1
2016-05-3112:26:50,fixed-prox,mbramar001,3,6
2016-05-3112:30:00,fixed-prox,gflorez002,1,1
2016-05-3112:30:00,fixed-prox,jholly001,1,1
2016-05-3112:30:01,fixed-prox,cforluniau001,1,1
2016-05-3112:30:08,fixed-prox,fresumir001,3,6
2016-05-3112:30:15,fixed-prox,fresumir001,3,1
2016-05-3112:30:18,fixed-prox,cforluniau001,1,4
2016-05-3112:30:35,fixed-prox,fresumir001,3,4
2016-05-3112:30:50,fixed-prox,jholly001,1,4
2016-05-3112:30:53,fixed-prox,gflorez002,1,4
2016-05-3112:31:00,fixed-prox,cforluniau001,2,4
2016-05-3112:31:02,fixed-prox,cforluniau001,2,1
2016-05-3112:31:17,fixed-prox,fresumir001,2,4
2016-05-3112:31:21,fixed-prox,cforluniau001,2,7
2016-05-3112:31:32,fixed-prox,jholly001,2,4
2016-05-3112:31:32,fixed-prox,gflorez002,2,4
2016-05-3112:31:34,fixed-prox,jholly001,2,1
2016-05-3112:31:48,fixed-prox,fresumir001,1,4
2016-05-3112:31:50,fixed-prox,fresumir001,1,1
2016-05-3112:31:51,fixed-prox,jholly001,2,2
2016-05-3112:32:03,fixed-prox,gflorez002,3,4
2016-05-3112:32:05,fixed-prox,gflorez002,3,1
2016-05-3112:32:27,fixed-prox,gflorez002,3,2
2016-05-3112:36:01,fixed-prox,bridenour001,1,1
2016-05-3112:36:12,fixed-prox,bridenour001,1,4
2016-05-3112:36:54,fixed-prox,bridenour001,2,4
2016-05-3112:36:56,fixed-prox,bridenour001,2,1
2016-05-3112:38:01,fixed-prox,fbalas001,1,1
2016-05-3112:38:57,fixed-prox,fbalas001,1,4
2016-05-3112:39:38,fixed-prox,fbalas001,2,4
2016-05-3112:39:40,fixed-prox,fbalas001,2,1
2016-05-3112:40:01,fixed-prox,clais001,1,1
2016-05-3112:40:01,fixed-prox,lalcazar001,1,1
2016-05-3112:40:01,fixed-prox,nbasham001,1,1
2016-05-3112:40:57,fixed-prox,clais001,1,4
2016-05-3112:40:57,fixed-prox,nbasham001,1,4
2016-05-3112:40:57,fixed-prox,lalcazar001,1,4
2016-05-3112:41:01,fixed-prox,avico001,1,1
2016-05-3112:41:38,fixed-prox,clais001,2,4
2016-05-3112:41:38,fixed-prox,nbasham001,2,4
2016-05-3112:41:38,fixed-prox,lalcazar001,2,4
2016-05-3112:41:40,fixed-prox,lalcazar001,2,1
2016-05-3112:41:40,fixed-prox,nbasham001,2,1
2016-05-3112:41:55,fixed-prox,nbasham001,2,7
2016-05-3112:41:55,fixed-prox,lalcazar001,2,7
2016-05-3112:42:01,fixed-prox,cshipp001,1,1
2016-05-3112:42:03,fixed-prox,avico001,1,4
2016-05-3112:42:12,fixed-prox,cshipp001,1,4
2016-05-3112:42:21,fixed-prox,clais001,3,4
2016-05-3112:42:23,fixed-prox,clais001,3,1
2016-05-3112:42:44,fixed-prox,avico001,2,4
2016-05-3112:42:44,fixed-prox,cshipp001,2,4
2016-05-3112:42:46,fixed-prox,cshipp001,2,1
2016-05-3112:42:46,fixed-prox,avico001,2,1
2016-05-3112:43:01,fixed-prox,lgrogan001,1,1
2016-05-3112:43:01,fixed-prox,vomalla001,1,1
2016-05-3112:43:02,fixed-prox,avico001,2,2
2016-05-3112:43:03,fixed-prox,tseifert001,3,2
2016-05-3112:43:08,fixed-prox,cshipp001,2,6
2016-05-3112:44:28,fixed-prox,lgrogan001,1,4
2016-05-3112:44:28,fixed-prox,vomalla001,1,4
2016-05-3112:45:01,fixed-prox,knielson001,1,1
2016-05-3112:45:09,fixed-prox,vomalla001,2,4
2016-05-3112:45:09,fixed-prox,lgrogan001,2,4
2016-05-3112:45:11,fixed-prox,vomalla001,2,1
2016-05-3112:45:11,fixed-prox,lgrogan001,2,1
2016-05-3112:45:16,fixed-prox,eklinger001,3,1
2016-05-3112:46:03,fixed-prox,knielson001,1,4
2016-05-3112:46:19,fixed-prox,eklinger001,3,4
2016-05-3112:46:44,fixed-prox,knielson001,2,4
2016-05-3112:46:46,fixed-prox,knielson001,2,1
2016-05-3112:47:00,fixed-prox,eklinger001,2,4
2016-05-3112:47:01,fixed-prox,tbattles001,1,1
2016-05-3112:47:31,fixed-prox,eklinger001,1,4
2016-05-3112:47:33,fixed-prox,eklinger001,1,1
2016-05-3112:47:33,fixed-prox,tbattles001,1,4
2016-05-3112:47:49,fixed-prox,eklinger001,1,2
2016-05-3112:48:01,fixed-prox,iborrasca001,1,1
2016-05-3112:48:12,fixed-prox,iborrasca001,1,4
2016-05-3112:48:15,fixed-prox,tbattles001,2,4
2016-05-3112:48:17,fixed-prox,tbattles001,2,1
2016-05-3112:48:37,fixed-prox,tbattles001,2,2
2016-05-3112:48:54,fixed-prox,iborrasca001,2,4
2016-05-3112:48:56,fixed-prox,iborrasca001,2,1
2016-05-3112:49:10,fixed-prox,iborrasca001,2,6
2016-05-3112:50:00,fixed-prox,sfusil001,1,1
2016-05-3112:50:01,fixed-prox,sflecha001,1,1
2016-05-3112:50:01,fixed-prox,chawelon001,1,1
2016-05-3112:50:01,fixed-prox,ahafon001,1,1
2016-05-3112:50:57,fixed-prox,chawelon001,1,4
2016-05-3112:50:57,fixed-prox,sflecha001,1,4
2016-05-3112:50:57,fixed-prox,ahafon001,1,4
2016-05-3112:51:00,fixed-prox,jcastellanos001,1,1
2016-05-3112:51:00,fixed-prox,jnespola001,1,1
2016-05-3112:51:01,fixed-prox,cwhelan001,1,1
2016-05-3112:51:01,fixed-prox,fmata001,1,1
2016-05-3112:51:38,fixed-prox,chawelon001,2,4
2016-05-3112:51:38,fixed-prox,ahafon001,2,4
2016-05-3112:51:38,fixed-prox,sflecha001,2,4
2016-05-3112:51:40,fixed-prox,ahafon001,2,1
2016-05-3112:51:40,fixed-prox,sflecha001,2,1
2016-05-3112:51:40,fixed-prox,chawelon001,2,1
2016-05-3112:51:57,fixed-prox,fmata001,1,4
2016-05-3112:51:57,fixed-prox,cwhelan001,1,4
2016-05-3112:51:58,fixed-prox,ahafon001,2,6
2016-05-3112:51:59,fixed-prox,sflecha001,2,7
2016-05-3112:51:59,fixed-prox,chawelon001,2,7
2016-05-3112:52:01,fixed-prox,lbergen001,1,1
2016-05-3112:52:04,fixed-prox,eorilla001,2,2
2016-05-3112:52:38,fixed-prox,cwhelan001,2,4
2016-05-3112:52:38,fixed-prox,fmata001,2,4
2016-05-3112:52:40,fixed-prox,cwhelan001,2,1
2016-05-3112:52:40,fixed-prox,fmata001,2,1
2016-05-3112:52:55,fixed-prox,cwhelan001,2,7
2016-05-3112:53:01,fixed-prox,gcazar001,1,1
2016-05-3112:53:01,fixed-prox,bfrente001,1,1
2016-05-3112:53:03,fixed-prox,lbergen001,1,4
2016-05-3112:53:12,fixed-prox,bfrente001,1,4
2016-05-3112:53:12,fixed-prox,gcazar001,1,4
2016-05-3112:53:44,fixed-prox,gcazar001,2,4
2016-05-3112:53:44,fixed-prox,bfrente001,2,4
2016-05-3112:53:44,fixed-prox,lbergen001,2,4
2016-05-3112:53:46,fixed-prox,lbergen001,2,1
2016-05-3112:53:46,fixed-prox,bfrente001,2,1
2016-05-3112:53:46,fixed-prox,gcazar001,2,1
2016-05-3112:54:00,fixed-prox,anardi001,1,1
2016-05-3112:54:00,fixed-prox,slea001,1,1
2016-05-3112:54:00,fixed-prox,mshultz001,1,1
2016-05-3112:54:01,fixed-prox,thagan001,1,1
2016-05-3112:54:05,fixed-prox,lbergen001,2,7
2016-05-3112:54:05,fixed-prox,gcazar001,2,7
2016-05-3112:54:57,fixed-prox,thagan001,1,4
2016-05-3112:54:57,fixed-prox,anardi001,1,4
2016-05-3112:55:00,fixed-prox,kherrero001,1,1
2016-05-3112:55:00,fixed-prox,hcocinaro001,1,1
2016-05-3112:55:01,fixed-prox,slowery001,1,1
2016-05-3112:55:38,fixed-prox,thagan001,2,4
2016-05-3112:55:38,fixed-prox,anardi001,2,4
2016-05-3112:55:40,fixed-prox,anardi001,2,1
2016-05-3112:55:40,fixed-prox,thagan001,2,1
2016-05-3112:55:55,fixed-prox,anardi001,2,7
2016-05-3112:56:01,fixed-prox,malinai001,1,1
2016-05-3112:56:03,fixed-prox,kherrero001,1,4
2016-05-3112:56:03,fixed-prox,slowery001,1,4
2016-05-3112:56:04,fixed-prox,thagan001,2,2
2016-05-3112:56:44,fixed-prox,kherrero001,2,4
2016-05-3112:56:44,fixed-prox,slowery001,2,4
2016-05-3112:56:46,fixed-prox,slowery001,2,1
2016-05-3112:56:46,fixed-prox,kherrero001,2,1
2016-05-3112:57:01,fixed-prox,sparrino001,1,1
2016-05-3112:57:01,fixed-prox,cmorluniau001,1,1
2016-05-3112:57:03,fixed-prox,malinai001,1,4
2016-05-3112:57:03,fixed-prox,jnespola001,1,4
2016-05-3112:57:05,fixed-prox,slowery001,2,7
2016-05-3112:57:05,fixed-prox,kherrero001,2,7
2016-05-3112:57:44,fixed-prox,jnespola001,2,4
2016-05-3112:57:44,fixed-prox,malinai001,2,4
2016-05-3112:57:46,fixed-prox,jnespola001,2,1
2016-05-3112:57:46,fixed-prox,malinai001,2,1
2016-05-3112:58:01,fixed-prox,bmullen001,1,1
2016-05-3112:58:01,fixed-prox,jnespola001,2,7
2016-05-3112:58:01,fixed-prox,lbennett001,1,1
2016-05-3112:58:01,fixed-prox,vhatchett001,1,1
2016-05-3112:58:01,fixed-prox,lazada001,1,1
2016-05-3112:58:03,fixed-prox,mshultz001,1,4
2016-05-3112:58:03,fixed-prox,cmorluniau001,1,4
2016-05-3112:58:03,fixed-prox,malinai001,2,2
2016-05-3112:58:03,fixed-prox,sparrino001,1,4
2016-05-3112:58:03,fixed-prox,slea001,1,4
2016-05-3112:58:03,fixed-prox,jcastellanos001,1,4
2016-05-3112:58:44,fixed-prox,slea001,2,4
2016-05-3112:58:44,fixed-prox,jcastellanos001,2,4
2016-05-3112:58:44,fixed-prox,sparrino001,2,4
2016-05-3112:58:44,fixed-prox,cmorluniau001,2,4
2016-05-3112:58:44,fixed-prox,mshultz001,2,4
2016-05-3112:58:46,fixed-prox,sparrino001,2,1
2016-05-3112:58:46,fixed-prox,mshultz001,2,1
2016-05-3112:58:46,fixed-prox,cmorluniau001,2,1
2016-05-3112:58:46,fixed-prox,jcastellanos001,2,1
2016-05-3112:58:46,fixed-prox,slea001,2,1
2016-05-3112:59:01,fixed-prox,mshultz001,2,7
2016-05-3112:59:01,fixed-prox,mcassano001,1,1
2016-05-3112:59:01,fixed-prox,jcastellanos001,2,7
2016-05-3112:59:01,fixed-prox,slea001,2,7
2016-05-3112:59:03,fixed-prox,vhatchett001,1,4
2016-05-3112:59:03,fixed-prox,lbennett001,1,4
2016-05-3112:59:03,fixed-prox,bmullen001,1,4
2016-05-3112:59:03,fixed-prox,lazada001,1,4
2016-05-3112:59:08,fixed-prox,cmorluniau001,2,6
2016-05-3112:59:12,fixed-prox,mcassano001,1,4
2016-05-3112:59:31,fixed-prox,sfusil001,1,7
2016-05-3112:59:44,fixed-prox,lbennett001,2,4
2016-05-3112:59:44,fixed-prox,bmullen001,2,4
2016-05-3112:59:44,fixed-prox,lazada001,2,4
2016-05-3112:59:44,fixed-prox,mcassano001,2,4
2016-05-3112:59:44,fixed-prox,vhatchett001,2,4
2016-05-3112:59:46,fixed-prox,bmullen001,2,1
2016-05-3112:59:46,fixed-prox,vhatchett001,2,1
2016-05-3112:59:46,fixed-prox,lazada001,2,1
2016-05-3112:59:46,fixed-prox,lbennett001,2,1
2016-05-3112:59:46,fixed-prox,mcassano001,2,1
2016-05-3113:00:00,fixed-prox,jfrost001,1,1
2016-05-3113:00:01,fixed-prox,junger001,1,1
2016-05-3113:00:01,fixed-prox,tcarrara001,1,1
2016-05-3113:00:04,fixed-prox,bmullen001,2,6
2016-05-3113:00:04,fixed-prox,lbennett001,2,6
2016-05-3113:00:05,fixed-prox,mcassano001,2,7
2016-05-3113:00:07,fixed-prox,acampo001,3,2
2016-05-3113:00:07,fixed-prox,aribera001,3,2
2016-05-3113:00:19,fixed-prox,ncelio001,3,1
2016-05-3113:00:25,fixed-prox,slea001,2,3
2016-05-3113:00:25,fixed-prox,kherrero001,2,3
2016-05-3113:00:25,fixed-prox,jcastellanos001,2,3
2016-05-3113:00:57,fixed-prox,tcarrara001,1,4
2016-05-3113:00:57,fixed-prox,junger001,1,4
2016-05-3113:01:01,fixed-prox,monda001,1,1
2016-05-3113:01:01,fixed-prox,iovan001,1,1
2016-05-3113:01:22,fixed-prox,ncelio001,3,4
2016-05-3113:01:25,fixed-prox,jnespola001,2,3
2016-05-3113:01:25,fixed-prox,anardi001,2,3
2016-05-3113:01:38,fixed-prox,tcarrara001,2,4
2016-05-3113:01:38,fixed-prox,junger001,2,4
2016-05-3113:01:40,fixed-prox,tcarrara001,2,1
2016-05-3113:01:40,fixed-prox,junger001,2,1
2016-05-3113:01:55,fixed-prox,junger001,2,7
2016-05-3113:01:57,fixed-prox,monda001,1,4
2016-05-3113:01:57,fixed-prox,hcocinaro001,1,4
2016-05-3113:01:57,fixed-prox,iovan001,1,4
2016-05-3113:01:57,fixed-prox,tcarrara001,2,2
2016-05-3113:02:01,fixed-prox,yfinney001,1,1
2016-05-3113:02:01,fixed-prox,bhawelon001,1,1
2016-05-3113:02:01,fixed-prox,jsimonides001,1,1
2016-05-3113:02:03,fixed-prox,ncelio001,2,4
2016-05-3113:02:18,fixed-prox,tseifert001,3,1
2016-05-3113:02:25,fixed-prox,mshultz001,2,3
2016-05-3113:02:34,fixed-prox,ncelio001,1,4
2016-05-3113:02:36,fixed-prox,jsimonides001,1,4
2016-05-3113:02:36,fixed-prox,yfinney001,1,4
2016-05-3113:02:36,fixed-prox,ncelio001,1,1
2016-05-3113:02:36,fixed-prox,bhawelon001,1,4
