Time,F_2_Z_2,F_1_Z_8A,F_2_Z_4,F_3_Z_1
31-05-2016 00:00,0.000,0.000,0.000,0.000
01-06-2016 19:00,0.000,0.000,0.000,0.394
01-06-2016 19:05,0.000,0.000,0.000,0.386
01-06-2016 19:10,0.000,0.000,0.000,0.378
01-06-2016 19:15,0.000,0.000,0.000,0.371
01-06-2016 19:20,0.000,0.000,0.000,0.364
01-06-2016 19:25,0.000,0.000,0.000,0.357
01-06-2016 19:30,0.000,0.000,0.000,0.350
01-06-2016 19:35,0.000,0.000,0.000,0.343
01-06-2016 19:40,0.000,0.000,0.000,0.336
01-06-2016 19:45,0.000,0.000,0.000,0.330
01-06-2016 19:50,0.000,0.000,0.000,0.323
01-06-2016 19:55,0.000,0.000,0.000,0.317
01-06-2016 20:00,0.000,0.000,0.000,0.311
01-06-2016 20:05,0.000,0.000,0.000,0.305
01-06-2016 20:10,0.000,0.000,0.000,0.299
01-06-2016 20:15,0.000,0.000,0.000,0.294
01-06-2016 20:20,0.000,0.000,0.000,0.288
01-06-2016 20:25,0.000,0.000,0.000,0.283
01-06-2016 20:30,0.000,0.000,0.000,0.277
01-06-2016 20:35,0.000,0.000,0.000,0.272
01-06-2016 20:40,0.000,0.000,0.000,0.266
01-06-2016 20:45,0.000,0.000,0.000,0.261
01-06-2016 20:50,0.000,0.000,0.000,0.256
01-06-2016 20:55,0.000,0.000,0.000,0.251
01-06-2016 21:00,0.000,0.000,0.000,0.246
01-06-2016 21:05,0.000,0.000,0.000,0.241
01-06-2016 21:10,0.000,0.000,0.000,0.237
01-06-2016 21:15,0.000,0.000,0.000,0.232
01-06-2016 21:20,0.000,0.000,0.000,0.227
01-06-2016 21:25,0.000,0.000,0.000,0.223
01-06-2016 21:30,0.000,0.000,0.000,0.218
01-06-2016 21:35,0.000,0.000,0.000,0.214
01-06-2016 21:40,0.000,0.000,0.000,0.210
01-06-2016 21:45,0.000,0.000,0.000,0.205
01-06-2016 21:50,0.000,0.000,0.000,0.201
01-06-2016 21:55,0.000,0.000,0.000,0.197
01-06-2016 22:00,0.000,0.000,0.000,0.193
01-06-2016 22:05,0.000,0.000,0.000,0.186
01-06-2016 22:10,0.000,0.000,0.000,0.180
01-06-2016 22:15,0.000,0.000,0.000,0.174
01-06-2016 22:20,0.000,0.000,0.000,0.170
01-06-2016 22:25,0.000,0.000,0.000,0.165
01-06-2016 22:30,0.000,0.000,0.000,0.161
01-06-2016 22:35,0.000,0.000,0.000,0.158
01-06-2016 22:40,0.000,0.000,0.000,0.155
01-06-2016 22:45,0.000,0.000,0.000,0.152
01-06-2016 22:50,0.000,0.000,0.000,0.149
01-06-2016 22:55,0.000,0.000,0.000,0.147
01-06-2016 23:00,0.000,0.000,0.000,0.145
01-06-2016 23:05,0.000,0.000,0.000,0.143
01-06-2016 23:10,0.000,0.000,0.000,0.141
01-06-2016 23:15,0.000,0.000,0.000,0.139
01-06-2016 23:20,0.000,0.000,0.000,0.137
01-06-2016 23:25,0.000,0.000,0.000,0.135
01-06-2016 23:30,0.000,0.000,0.000,0.134
01-06-2016 23:35,0.000,0.000,0.000,0.132
01-06-2016 23:40,0.000,0.000,0.000,0.131
01-06-2016 23:45,0.000,0.000,0.000,0.130
01-06-2016 23:50,0.000,0.000,0.000,0.128
01-06-2016 23:55,0.000,0.000,0.000,0.127
02-06-2016 00:00,0.000,0.000,0.000,0.126
02-06-2016 00:05,0.000,0.000,0.000,0.125
02-06-2016 00:10,0.000,0.000,0.000,0.124
02-06-2016 00:15,0.000,0.000,0.000,0.123
02-06-2016 00:20,0.000,0.000,0.000,0.121
02-06-2016 00:25,0.000,0.000,0.000,0.120
02-06-2016 00:30,0.000,0.000,0.000,0.119
02-06-2016 00:35,0.000,0.000,0.000,0.119
02-06-2016 00:40,0.000,0.000,0.000,0.118
02-06-2016 00:45,0.000,0.000,0.000,0.117
02-06-2016 00:50,0.000,0.000,0.000,0.116
02-06-2016 00:55,0.000,0.000,0.000,0.115
02-06-2016 01:00,0.000,0.000,0.000,0.114
02-06-2016 01:05,0.000,0.000,0.000,0.113
02-06-2016 01:10,0.000,0.000,0.000,0.112
02-06-2016 01:15,0.000,0.000,0.000,0.112
02-06-2016 01:20,0.000,0.000,0.000,0.111
02-06-2016 01:25,0.000,0.000,0.000,0.110
02-06-2016 01:30,0.000,0.000,0.000,0.109
02-06-2016 01:35,0.000,0.000,0.000,0.108
02-06-2016 01:40,0.000,0.000,0.000,0.108
02-06-2016 01:45,0.000,0.000,0.000,0.107
02-06-2016 01:50,0.000,0.000,0.000,0.106
02-06-2016 01:55,0.000,0.000,0.000,0.105
02-06-2016 02:00,0.000,0.000,0.000,0.105
02-06-2016 02:05,0.000,0.000,0.000,0.104
02-06-2016 02:10,0.000,0.000,0.000,0.103
02-06-2016 02:15,0.000,0.000,0.000,0.103
02-06-2016 02:20,0.000,0.000,0.000,0.102
02-06-2016 02:25,0.000,0.000,0.000,0.101
02-06-2016 02:30,0.000,0.000,0.000,0.101
02-06-2016 02:35,0.000,0.000,0.000,0.100
02-06-2016 02:40,0.000,0.000,0.000,0.099
02-06-2016 02:45,0.000,0.000,0.000,0.099
02-06-2016 02:50,0.000,0.000,0.000,0.098
02-06-2016 02:55,0.000,0.000,0.000,0.098
02-06-2016 03:00,0.000,0.000,0.000,0.097
02-06-2016 03:05,0.000,0.000,0.000,0.096
02-06-2016 03:10,0.000,0.000,0.000,0.096
02-06-2016 03:15,0.000,0.000,0.000,0.095
02-06-2016 03:20,0.000,0.000,0.000,0.095
02-06-2016 03:25,0.000,0.000,0.000,0.094
02-06-2016 03:30,0.000,0.000,0.000,0.093
02-06-2016 03:35,0.000,0.000,0.000,0.093
02-06-2016 03:40,0.000,0.000,0.000,0.092
02-06-2016 03:45,0.000,0.000,0.000,0.092
02-06-2016 03:50,0.000,0.000,0.000,0.091
02-06-2016 03:55,0.000,0.000,0.000,0.091
02-06-2016 04:00,0.000,0.000,0.000,0.090
02-06-2016 04:05,0.000,0.000,0.000,0.089
02-06-2016 04:10,0.000,0.000,0.001,0.089
02-06-2016 04:15,0.002,0.000,0.004,0.088
02-06-2016 04:20,0.005,0.000,0.007,0.088
02-06-2016 04:25,0.008,0.000,0.012,0.087
02-06-2016 04:30,0.012,0.000,0.018,0.087
02-06-2016 04:35,0.016,0.000,0.024,0.086
02-06-2016 04:40,0.022,0.000,0.032,0.086
02-06-2016 04:45,0.021,0.000,0.031,0.085
02-06-2016 04:50,0.028,0.000,0.041,0.085
02-06-2016 04:55,0.035,0.000,0.051,0.084
02-06-2016 05:00,0.043,0.000,0.062,0.084
02-06-2016 05:05,0.050,0.000,0.071,0.090
02-06-2016 05:10,0.058,0.000,0.083,0.093
02-06-2016 05:15,0.067,0.000,0.095,0.096
02-06-2016 05:20,0.076,0.000,0.108,0.098
02-06-2016 05:25,0.086,0.000,0.121,0.098
02-06-2016 05:30,0.096,0.000,0.135,0.099
02-06-2016 05:35,0.106,0.000,0.149,0.099
02-06-2016 05:40,0.117,0.000,0.163,0.099
02-06-2016 05:45,0.128,0.000,0.178,0.099
02-06-2016 05:50,0.126,0.000,0.174,0.099
02-06-2016 05:55,0.137,0.000,0.189,0.098
02-06-2016 06:00,0.150,0.000,0.206,0.098
02-06-2016 06:05,0.165,0.000,0.225,0.099
02-06-2016 06:10,0.183,0.000,0.248,0.100
02-06-2016 06:15,0.201,0.000,0.273,0.101
02-06-2016 06:20,0.221,0.000,0.297,0.102
02-06-2016 06:25,0.241,0.000,0.323,0.102
02-06-2016 06:30,0.261,0.000,0.348,0.102
02-06-2016 06:35,0.284,0.000,0.377,0.102
02-06-2016 06:40,0.305,0.000,0.404,0.102
02-06-2016 06:45,0.327,0.000,0.430,0.102
02-06-2016 06:50,0.348,0.000,0.456,0.102
02-06-2016 06:55,0.368,0.000,0.480,0.102
02-06-2016 07:00,0.388,0.000,0.503,0.101
02-06-2016 07:05,0.444,0.000,0.568,0.099
02-06-2016 07:10,0.471,0.000,0.597,0.096
02-06-2016 07:15,0.493,0.000,0.620,0.093
02-06-2016 07:20,0.513,0.000,0.640,0.090
02-06-2016 07:25,0.547,0.000,0.650,0.087
02-06-2016 07:30,0.574,0.000,0.666,0.085
02-06-2016 07:35,0.597,0.000,0.679,0.083
02-06-2016 07:40,0.616,0.000,0.689,0.080
02-06-2016 07:45,0.650,0.000,0.716,0.078
02-06-2016 07:50,0.680,0.000,0.741,0.077
02-06-2016 07:55,0.704,0.000,0.759,0.075
02-06-2016 08:00,0.722,0.000,0.771,0.073
02-06-2016 08:05,0.737,0.000,0.779,0.072
02-06-2016 08:10,0.747,0.000,0.783,0.071
02-06-2016 08:15,0.754,0.000,0.784,0.069
02-06-2016 08:20,0.758,0.000,0.783,0.068
02-06-2016 08:25,0.759,0.000,0.780,0.067
02-06-2016 08:30,0.758,0.000,0.775,0.065
02-06-2016 08:35,0.756,0.000,0.770,0.064
02-06-2016 08:40,0.752,0.000,0.763,0.063
02-06-2016 08:45,0.747,0.000,0.756,0.062
02-06-2016 08:50,0.741,0.000,0.748,0.060
02-06-2016 08:55,0.734,0.000,0.739,0.059
02-06-2016 09:00,0.727,0.000,0.732,0.058
02-06-2016 09:05,0.719,0.000,0.723,0.057
02-06-2016 09:10,0.711,0.000,0.713,0.056
02-06-2016 09:15,0.703,0.000,0.703,0.055
02-06-2016 09:20,0.695,0.000,0.694,0.054
02-06-2016 09:25,0.686,0.000,0.684,0.052
02-06-2016 09:30,0.677,0.000,0.674,0.051
02-06-2016 09:35,0.669,0.000,0.665,0.050
02-06-2016 09:40,0.660,0.000,0.655,0.049
02-06-2016 09:45,0.651,0.000,0.646,0.048
02-06-2016 09:50,0.642,0.000,0.637,0.047
02-06-2016 09:55,0.633,0.000,0.628,0.046
02-06-2016 10:00,0.624,0.000,0.619,0.046
02-06-2016 10:05,0.615,0.000,0.610,0.045
02-06-2016 10:10,0.606,0.000,0.601,0.044
02-06-2016 10:15,0.598,0.000,0.593,0.043
02-06-2016 10:20,0.589,0.000,0.584,0.042
02-06-2016 10:25,0.581,0.000,0.576,0.041
02-06-2016 10:30,0.572,0.000,0.568,0.040
02-06-2016 10:35,0.565,0.000,0.561,0.039
02-06-2016 10:40,0.557,0.000,0.554,0.039
02-06-2016 10:45,0.548,0.000,0.548,0.038
02-06-2016 10:50,0.540,0.000,0.541,0.037
02-06-2016 10:55,0.531,0.000,0.534,0.036
02-06-2016 11:00,0.523,0.000,0.527,0.036
02-06-2016 11:05,0.514,0.000,0.520,0.035
02-06-2016 11:10,0.506,0.000,0.513,0.034
02-06-2016 11:15,0.498,0.000,0.506,0.034
02-06-2016 11:20,0.491,0.000,0.499,0.033
02-06-2016 11:25,0.484,0.000,0.491,0.032
02-06-2016 11:30,0.478,0.000,0.483,0.032
02-06-2016 11:35,0.472,0.000,0.475,0.031
02-06-2016 11:40,0.465,0.000,0.468,0.030
02-06-2016 11:45,0.458,0.000,0.460,0.030
02-06-2016 11:50,0.452,0.000,0.453,0.029
02-06-2016 11:55,0.445,0.000,0.445,0.029
02-06-2016 12:00,0.438,0.000,0.438,0.028
02-06-2016 12:05,0.431,0.000,0.431,0.027
02-06-2016 12:10,0.425,0.000,0.424,0.027
02-06-2016 12:15,0.418,0.000,0.417,0.026
02-06-2016 12:20,0.411,0.000,0.411,0.026
02-06-2016 12:25,0.403,0.000,0.406,0.025
02-06-2016 12:30,0.396,0.000,0.400,0.025
02-06-2016 12:35,0.389,0.000,0.395,0.025
02-06-2016 12:40,0.382,0.000,0.389,0.024
02-06-2016 12:45,0.376,0.000,0.384,0.024
02-06-2016 12:50,0.370,0.000,0.378,0.023
02-06-2016 12:55,0.365,0.000,0.374,0.023
02-06-2016 13:00,0.359,0.000,0.369,0.022
02-06-2016 13:05,0.354,0.000,0.362,0.022
02-06-2016 13:10,0.349,0.000,0.355,0.021
02-06-2016 13:15,0.344,0.000,0.349,0.021
02-06-2016 13:20,0.339,0.000,0.343,0.021
02-06-2016 13:25,0.334,0.000,0.337,0.020
02-06-2016 13:30,0.329,0.000,0.331,0.020
02-06-2016 13:35,0.324,0.000,0.326,0.019
02-06-2016 13:40,0.319,0.000,0.320,0.019
02-06-2016 13:45,0.314,0.000,0.315,0.019
02-06-2016 13:50,0.309,0.000,0.310,0.018
02-06-2016 13:55,0.304,0.000,0.304,0.018
02-06-2016 14:00,0.299,0.000,0.299,0.018
02-06-2016 14:05,0.295,0.000,0.295,0.017
02-06-2016 14:10,0.291,0.000,0.292,0.017
02-06-2016 14:15,0.286,0.000,0.288,0.017
02-06-2016 14:20,0.281,0.000,0.284,0.017
02-06-2016 14:25,0.276,0.000,0.281,0.017
02-06-2016 14:30,0.271,0.000,0.277,0.016
02-06-2016 14:35,0.267,0.000,0.273,0.016
02-06-2016 14:40,0.262,0.000,0.269,0.016
02-06-2016 14:45,0.257,0.000,0.265,0.016
02-06-2016 14:50,0.253,0.000,0.261,0.016
02-06-2016 14:55,0.249,0.000,0.257,0.015
02-06-2016 15:00,0.245,0.000,0.252,0.015
02-06-2016 15:05,0.242,0.000,0.248,0.015
02-06-2016 15:10,0.239,0.000,0.244,0.015
02-06-2016 15:15,0.236,0.000,0.239,0.014
02-06-2016 15:20,0.232,0.000,0.235,0.014
02-06-2016 15:25,0.229,0.000,0.231,0.014
02-06-2016 15:30,0.226,0.000,0.228,0.014
02-06-2016 15:35,0.222,0.000,0.224,0.014
02-06-2016 15:40,0.219,0.000,0.220,0.013
02-06-2016 15:45,0.216,0.000,0.217,0.013
02-06-2016 15:50,0.213,0.000,0.213,0.013
02-06-2016 15:55,0.209,0.000,0.210,0.013
02-06-2016 16:00,0.206,0.000,0.207,0.012
02-06-2016 16:05,0.203,0.000,0.203,0.012
02-06-2016 16:10,0.200,0.000,0.200,0.013
02-06-2016 16:15,0.197,0.000,0.197,0.015
02-06-2016 16:20,0.194,0.000,0.194,0.018
02-06-2016 16:25,0.191,0.000,0.191,0.023
02-06-2016 16:30,0.188,0.000,0.188,0.030
02-06-2016 16:35,0.186,0.000,0.186,0.038
02-06-2016 16:40,0.183,0.000,0.183,0.047
02-06-2016 16:45,0.181,0.000,0.181,0.058
02-06-2016 16:50,0.178,0.000,0.178,0.070
02-06-2016 16:55,0.175,0.000,0.175,0.083
02-06-2016 17:00,0.173,0.000,0.173,0.097
02-06-2016 17:05,0.170,0.000,0.170,0.113
02-06-2016 17:10,0.167,0.000,0.167,0.129
02-06-2016 17:15,0.165,0.000,0.165,0.147
02-06-2016 17:20,0.162,0.000,0.162,0.165
02-06-2016 17:25,0.159,0.000,0.159,0.185
02-06-2016 17:30,0.157,0.000,0.157,0.205
02-06-2016 17:35,0.154,0.000,0.154,0.225
02-06-2016 17:40,0.151,0.000,0.152,0.247
02-06-2016 17:45,0.149,0.000,0.149,0.269
02-06-2016 17:50,0.146,0.000,0.147,0.292
02-06-2016 17:55,0.144,0.000,0.144,0.338
02-06-2016 18:00,0.141,0.000,0.142,0.385
02-06-2016 18:05,0.139,0.000,0.139,0.431
02-06-2016 18:10,0.137,0.000,0.136,0.478
02-06-2016 18:15,0.135,0.000,0.135,0.523
02-06-2016 18:20,0.133,0.000,0.133,0.568
02-06-2016 18:25,0.130,0.000,0.131,0.612
02-06-2016 18:30,0.128,0.000,0.128,0.654
02-06-2016 18:35,0.126,0.000,0.126,0.695
02-06-2016 18:40,0.125,0.000,0.125,0.733
02-06-2016 18:45,0.123,0.000,0.124,0.769
02-06-2016 18:50,0.122,0.000,0.122,0.804
02-06-2016 18:55,0.120,0.000,0.121,0.836
02-06-2016 19:00,0.119,0.000,0.119,0.868
02-06-2016 19:05,0.118,0.000,0.118,0.897
02-06-2016 19:10,0.116,0.000,0.116,0.926
02-06-2016 19:15,0.115,0.000,0.115,0.953
02-06-2016 19:20,0.113,0.000,0.113,0.979
02-06-2016 19:25,0.111,0.000,0.112,1.005
02-06-2016 19:30,0.109,0.000,0.111,1.029
02-06-2016 19:35,0.107,0.000,0.109,1.052
02-06-2016 19:40,0.105,0.000,0.107,1.075
02-06-2016 19:45,0.103,0.000,0.105,1.097
02-06-2016 19:50,0.101,0.000,0.102,1.118
02-06-2016 19:55,0.099,0.000,0.100,1.138
02-06-2016 20:00,0.097,0.000,0.098,1.158
02-06-2016 20:05,0.096,0.000,0.097,1.178
02-06-2016 20:10,0.094,0.000,0.096,1.196
02-06-2016 20:15,0.093,0.000,0.095,1.215
02-06-2016 20:20,0.092,0.000,0.094,1.232
02-06-2016 20:25,0.091,0.000,0.093,1.249
02-06-2016 20:30,0.090,0.000,0.091,1.266
02-06-2016 20:35,0.089,0.000,0.090,1.282
02-06-2016 20:40,0.087,0.000,0.089,1.298
02-06-2016 20:45,0.086,0.000,0.087,1.313
02-06-2016 20:50,0.085,0.000,0.086,1.328
02-06-2016 20:55,0.083,0.000,0.084,1.342
02-06-2016 21:00,0.081,0.000,0.082,1.357
02-06-2016 21:05,0.080,0.000,0.081,1.370
02-06-2016 21:10,0.078,0.000,0.079,1.384
02-06-2016 21:15,0.077,0.000,0.077,1.397
02-06-2016 21:20,0.075,0.000,0.076,1.410
02-06-2016 21:25,0.074,0.000,0.074,1.423
02-06-2016 21:30,0.073,0.000,0.073,1.435
02-06-2016 21:35,0.071,0.000,0.071,1.448
02-06-2016 21:40,0.070,0.000,0.070,1.460
02-06-2016 21:45,0.069,0.000,0.069,1.471
02-06-2016 21:50,0.067,0.000,0.067,1.483
02-06-2016 21:55,0.066,0.000,0.066,1.494
02-06-2016 22:00,0.065,0.000,0.065,1.505
02-06-2016 22:05,0.064,0.000,0.064,1.490
02-06-2016 22:10,0.063,0.000,0.063,1.485
02-06-2016 22:15,0.062,0.000,0.062,1.486
02-06-2016 22:20,0.061,0.000,0.061,1.492
02-06-2016 22:25,0.059,0.000,0.059,1.502
02-06-2016 22:30,0.058,0.000,0.059,1.515
02-06-2016 22:35,0.057,0.000,0.058,1.530
02-06-2016 22:40,0.056,0.000,0.057,1.548
02-06-2016 22:45,0.055,0.000,0.056,1.568
02-06-2016 22:50,0.055,0.000,0.055,1.591
02-06-2016 22:55,0.054,0.000,0.054,1.615
02-06-2016 23:00,0.053,0.000,0.053,1.640
02-06-2016 23:05,0.052,0.000,0.052,1.666
02-06-2016 23:10,0.051,0.000,0.051,1.691
02-06-2016 23:15,0.050,0.000,0.050,1.714
02-06-2016 23:20,0.049,0.000,0.049,1.735
02-06-2016 23:25,0.048,0.000,0.049,1.754
02-06-2016 23:30,0.048,0.000,0.048,1.770
02-06-2016 23:35,0.047,0.000,0.047,1.784
02-06-2016 23:40,0.046,0.000,0.046,1.796
02-06-2016 23:45,0.045,0.000,0.046,1.806
02-06-2016 23:50,0.045,0.000,0.045,1.814
02-06-2016 23:55,0.044,0.000,0.044,1.820
03-06-2016 00:00,0.043,0.000,0.044,1.825
03-06-2016 00:05,0.042,0.000,0.043,1.829
03-06-2016 00:10,0.042,0.000,0.042,1.831
03-06-2016 00:15,0.041,0.000,0.042,1.833
03-06-2016 00:20,0.040,0.000,0.041,1.833
03-06-2016 00:25,0.040,0.000,0.040,1.833
03-06-2016 00:30,0.039,0.000,0.040,1.832
03-06-2016 00:35,0.038,0.000,0.039,1.830
03-06-2016 00:40,0.038,0.000,0.039,1.828
03-06-2016 00:45,0.037,0.000,0.038,1.825
03-06-2016 00:50,0.037,0.000,0.038,1.822
03-06-2016 00:55,0.036,0.000,0.037,1.818
03-06-2016 01:00,0.036,0.000,0.037,1.814
03-06-2016 01:05,0.035,0.000,0.036,1.810
03-06-2016 01:10,0.035,0.000,0.036,1.828
03-06-2016 01:15,0.034,0.000,0.035,1.864
03-06-2016 01:20,0.034,0.000,0.035,1.911
03-06-2016 01:25,0.033,0.000,0.034,1.963
03-06-2016 01:30,0.033,0.000,0.034,2.020
03-06-2016 01:35,0.032,0.000,0.033,2.078
03-06-2016 01:40,0.032,0.000,0.033,2.137
03-06-2016 01:45,0.031,0.000,0.032,2.197
03-06-2016 01:50,0.031,0.000,0.032,2.257
03-06-2016 01:55,0.031,0.000,0.032,2.316
03-06-2016 02:00,0.030,0.000,0.031,2.375
03-06-2016 02:05,0.030,0.000,0.031,2.434
03-06-2016 02:10,0.029,0.000,0.030,2.492
03-06-2016 02:15,0.029,0.000,0.030,2.550
03-06-2016 02:20,0.029,0.000,0.030,2.607
03-06-2016 02:25,0.028,0.000,0.029,2.664
03-06-2016 02:30,0.028,0.000,0.029,2.721
03-06-2016 02:35,0.027,0.000,0.029,2.778
03-06-2016 02:40,0.027,0.000,0.028,2.834
03-06-2016 02:45,0.027,0.000,0.028,2.889
03-06-2016 02:50,0.026,0.000,0.028,2.945
03-06-2016 02:55,0.026,0.000,0.027,3.000
03-06-2016 03:00,0.026,0.000,0.027,3.055
03-06-2016 03:05,0.026,0.000,0.027,3.109
03-06-2016 03:10,0.025,0.000,0.027,3.163
03-06-2016 03:15,0.025,0.000,0.026,3.217
03-06-2016 03:20,0.025,0.000,0.026,3.271
03-06-2016 03:25,0.024,0.000,0.026,3.324
03-06-2016 03:30,0.024,0.000,0.025,3.377
03-06-2016 03:35,0.024,0.000,0.025,3.430
03-06-2016 03:40,0.023,0.000,0.025,3.482
03-06-2016 03:45,0.023,0.000,0.024,3.534
03-06-2016 03:50,0.023,0.000,0.024,3.586
03-06-2016 03:55,0.023,0.000,0.024,3.637
03-06-2016 04:00,0.022,0.000,0.024,3.689
03-06-2016 04:05,0.022,0.000,0.024,3.739
03-06-2016 04:10,0.022,0.000,0.023,3.790
03-06-2016 04:15,0.022,0.000,0.023,3.840
03-06-2016 04:20,0.021,0.000,0.023,3.890
03-06-2016 04:25,0.021,0.000,0.023,3.939
03-06-2016 04:30,0.021,0.000,0.022,3.988
03-06-2016 04:35,0.021,0.000,0.022,4.037
03-06-2016 04:40,0.021,0.000,0.022,4.086
03-06-2016 04:45,0.020,0.000,0.022,4.134
03-06-2016 04:50,0.020,0.000,0.021,4.182
03-06-2016 04:55,0.020,0.000,0.021,4.229
03-06-2016 05:00,0.020,0.000,0.021,4.277
03-06-2016 05:05,0.020,0.000,0.021,4.388
03-06-2016 05:10,0.019,0.000,0.021,4.496
03-06-2016 05:15,0.019,0.000,0.021,4.592
03-06-2016 05:20,0.019,0.000,0.020,4.677
03-06-2016 05:25,0.019,0.000,0.020,4.753
03-06-2016 05:30,0.019,0.000,0.020,4.821
03-06-2016 05:35,0.018,0.000,0.020,4.884
03-06-2016 05:40,0.018,0.000,0.020,4.941
03-06-2016 05:45,0.018,0.000,0.019,4.995
03-06-2016 05:50,0.018,0.000,0.019,5.046
03-06-2016 05:55,0.018,0.000,0.019,5.094
03-06-2016 06:00,0.017,0.000,0.019,5.141
03-06-2016 06:05,0.018,0.000,0.019,5.304
03-06-2016 06:10,0.018,0.000,0.019,5.441
03-06-2016 06:15,0.018,0.000,0.019,5.556
03-06-2016 06:20,0.018,0.000,0.020,5.655
03-06-2016 06:25,0.018,0.000,0.020,5.742
03-06-2016 06:30,0.018,0.000,0.020,5.821
03-06-2016 06:35,0.019,0.000,0.020,5.893
03-06-2016 06:40,0.019,0.000,0.020,5.962
03-06-2016 06:45,0.019,0.000,0.020,6.027
03-06-2016 06:50,0.019,0.000,0.021,6.090
03-06-2016 06:55,0.019,0.000,0.021,6.152
03-06-2016 07:00,0.019,0.000,0.021,6.212
03-06-2016 07:05,0.019,0.000,0.021,6.145
03-06-2016 07:10,0.019,0.000,0.021,6.028
03-06-2016 07:15,0.019,0.000,0.021,5.893
03-06-2016 07:20,0.019,0.000,0.020,5.753
03-06-2016 07:25,0.019,0.000,0.020,5.613
03-06-2016 07:30,0.019,0.000,0.020,5.480
03-06-2016 07:35,0.019,0.000,0.020,5.361
03-06-2016 07:40,0.019,0.000,0.020,5.251
03-06-2016 07:45,0.019,0.000,0.020,5.150
03-06-2016 07:50,0.019,0.000,0.019,5.060
03-06-2016 07:55,0.019,0.000,0.019,4.979
03-06-2016 08:00,0.019,0.000,0.019,4.906
03-06-2016 08:05,0.019,0.000,0.019,4.841
03-06-2016 08:10,0.018,0.000,0.018,4.782
03-06-2016 08:15,0.018,0.000,0.018,4.726
03-06-2016 08:20,0.018,0.000,0.018,4.675
03-06-2016 08:25,0.018,0.000,0.018,4.626
03-06-2016 08:30,0.017,0.000,0.017,4.579
03-06-2016 08:35,0.017,0.000,0.017,4.534
03-06-2016 08:40,0.017,0.000,0.017,4.481
03-06-2016 08:45,0.017,0.000,0.017,4.422
03-06-2016 08:50,0.017,0.000,0.016,4.359
03-06-2016 08:55,0.016,0.000,0.016,4.292
03-06-2016 09:00,0.016,0.000,0.016,4.223
03-06-2016 09:05,0.016,0.000,0.016,4.152
03-06-2016 09:10,0.016,0.000,0.015,4.081
03-06-2016 09:15,0.015,0.000,0.015,4.009
03-06-2016 09:20,0.015,0.000,0.015,3.937
03-06-2016 09:25,0.015,0.000,0.015,3.866
03-06-2016 09:30,0.015,0.000,0.014,3.794
03-06-2016 09:35,0.014,0.000,0.014,3.724
03-06-2016 09:40,0.014,0.000,0.014,3.654
03-06-2016 09:45,0.014,0.000,0.014,3.586
03-06-2016 09:50,0.014,0.000,0.013,3.518
03-06-2016 09:55,0.014,0.000,0.013,3.451
03-06-2016 10:00,0.013,0.000,0.013,3.386
03-06-2016 10:05,0.013,0.000,0.013,3.321
03-06-2016 10:10,0.013,0.000,0.013,3.258
03-06-2016 10:15,0.013,0.000,0.012,3.196
03-06-2016 10:20,0.012,0.000,0.012,3.135
03-06-2016 10:25,0.012,0.000,0.012,3.074
03-06-2016 10:30,0.012,0.000,0.012,3.014
03-06-2016 10:35,0.012,0.000,0.012,2.954
03-06-2016 10:40,0.012,0.000,0.012,2.895
03-06-2016 10:45,0.012,0.000,0.011,2.836
03-06-2016 10:50,0.011,0.000,0.011,2.779
03-06-2016 10:55,0.011,0.000,0.011,2.723
03-06-2016 11:00,0.011,0.000,0.011,2.668
03-06-2016 11:05,0.011,0.095,0.011,2.614
03-06-2016 11:10,0.011,0.183,0.011,2.562
03-06-2016 11:15,0.010,0.263,0.010,2.510
03-06-2016 11:20,0.010,0.336,0.010,2.460
03-06-2016 11:25,0.010,0.403,0.010,2.410
03-06-2016 11:30,0.010,0.465,0.010,2.362
03-06-2016 11:35,0.010,0.521,0.010,2.314
03-06-2016 11:40,0.010,0.573,0.010,2.267
03-06-2016 11:45,0.010,0.620,0.010,2.221
03-06-2016 11:50,0.009,0.663,0.009,2.176
03-06-2016 11:55,0.009,0.703,0.009,2.132
03-06-2016 12:00,0.009,0.739,0.009,2.089
03-06-2016 12:05,0.009,0.772,0.009,2.047
03-06-2016 12:10,0.009,0.803,0.009,2.005
03-06-2016 12:15,0.009,0.831,0.009,1.963
03-06-2016 12:20,0.009,0.856,0.008,1.923
03-06-2016 12:25,0.008,0.879,0.008,1.883
03-06-2016 12:30,0.008,0.901,0.008,1.844
03-06-2016 12:35,0.008,0.920,0.008,1.807
03-06-2016 12:40,0.008,0.938,0.008,1.770
03-06-2016 12:45,0.008,0.955,0.008,1.734
03-06-2016 12:50,0.008,0.970,0.008,1.699
03-06-2016 12:55,0.008,0.983,0.008,1.665
03-06-2016 13:00,0.008,0.996,0.007,1.633
03-06-2016 13:05,0.007,1.007,0.007,1.601
03-06-2016 13:10,0.007,1.018,0.007,1.570
03-06-2016 13:15,0.007,1.028,0.007,1.539
03-06-2016 13:20,0.007,1.036,0.007,1.508
03-06-2016 13:25,0.007,1.044,0.007,1.479
03-06-2016 13:30,0.007,1.052,0.007,1.450
03-06-2016 13:35,0.007,1.059,0.007,1.421
03-06-2016 13:40,0.007,1.065,0.007,1.394
03-06-2016 13:45,0.007,1.070,0.006,1.369
03-06-2016 13:50,0.006,1.076,0.006,1.345
03-06-2016 13:55,0.006,1.080,0.006,1.322
